file,algorithm,time,value
kp_24_6404180,greedy,4.00543212890625e-05,13415886.0
kp_24_6404180,dynamic,57.63646197319031,13549094.0
kp_4_11,bruteforce,0.0001039505004882,23.0
kp_4_11,greedy,3.3855438232421875e-05,16.0
kp_4_11,dynamic,2.7894973754882812e-05,23.0
kp_4_20,bruteforce,0.0001161098480224,35.0
kp_4_20,greedy,3.695487976074219e-05,35.0
kp_4_20,dynamic,3.790855407714844e-05,35.0
kp_5_80,bruteforce,0.0001869201660156,130.0
kp_5_80,greedy,3.695487976074219e-05,130.0
kp_5_80,dynamic,0.0001568794250488,130.0
kp_7_50,bruteforce,0.0006718635559082,107.0
kp_7_50,greedy,3.981590270996094e-05,102.0
kp_7_50,dynamic,0.0001370906829833,107.0
kp_10_269,bruteforce,0.0051021575927734,295.0
kp_10_269,greedy,4.410743713378906e-05,294.0
kp_10_269,dynamic,0.0010819435119628,295.0
kp_10_60,bruteforce,0.0051660537719726,52.0
kp_10_60,greedy,4.410743713378906e-05,52.0
kp_10_60,dynamic,0.0002360343933105,52.0
kp_20_878,bruteforce,5.127965211868286,1024.0
kp_20_878,greedy,4.076957702636719e-05,1018.0
kp_20_878,dynamic,0.0071477890014648,1024.0
kp_20_879,bruteforce,5.0544822216033936,1025.0
kp_20_879,greedy,4.8160552978515625e-05,1019.0
kp_20_879,dynamic,0.0073559284210205,1025.0
kp_23_10000,bruteforce,43.92092490196228,9767.0
kp_23_10000,greedy,4.220008850097656e-05,9751.0
kp_23_10000,dynamic,0.0906741619110107,9767.0
kp_24_6404180,bruteforce,83.25633406639099,13549094.0
kp_24_6404180,greedy,3.886222839355469e-05,13415886.0
kp_24_6404180,dynamic,57.41859984397888,13549094.0
kp_4_11,bruteforce,0.0001039505004882,23.0
kp_4_11,greedy,3.5762786865234375e-05,16.0
kp_4_11,dynamic,2.8133392333984375e-05,23.0
kp_4_20,bruteforce,0.000108003616333,35.0
kp_4_20,greedy,3.910064697265625e-05,35.0
kp_4_20,dynamic,4.100799560546875e-05,35.0
kp_5_80,bruteforce,0.000195026397705,130.0
kp_5_80,greedy,7.772445678710938e-05,130.0
kp_5_80,dynamic,0.0001490116119384,130.0
kp_7_50,bruteforce,0.000680923461914,107.0
kp_7_50,greedy,3.981590270996094e-05,102.0
kp_7_50,dynamic,0.0001418590545654,107.0
kp_10_269,bruteforce,0.0051031112670898,295.0
kp_10_269,greedy,3.933906555175781e-05,294.0
kp_10_269,dynamic,0.0009360313415527,295.0
kp_10_60,bruteforce,0.0051150321960449,52.0
kp_10_60,greedy,7.033348083496094e-05,52.0
kp_10_60,dynamic,0.0002388954162597,52.0
kp_20_878,bruteforce,5.377661228179932,1024.0
kp_20_878,greedy,4.1961669921875e-05,1018.0
kp_20_878,dynamic,0.006760835647583,1024.0
kp_20_879,bruteforce,4.954569101333618,1025.0
kp_20_879,greedy,4.100799560546875e-05,1019.0
kp_20_879,dynamic,0.0129821300506591,1025.0
kp_23_10000,bruteforce,40.97519612312317,9767.0
kp_23_10000,greedy,4.00543212890625e-05,9751.0
kp_23_10000,dynamic,0.0816881656646728,9767.0
kp_24_6404180,bruteforce,79.55532884597778,13549094.0
kp_24_6404180,greedy,3.981590270996094e-05,13415886.0
kp_24_6404180,dynamic,54.49966621398926,13549094.0
kp_4_11,bruteforce,0.0001039505004882,23.0
kp_4_11,greedy,3.1948089599609375e-05,16.0
kp_4_11,dynamic,2.288818359375e-05,23.0
kp_4_20,bruteforce,0.0001041889190673,35.0
kp_4_20,greedy,3.1948089599609375e-05,35.0
kp_4_20,dynamic,3.600120544433594e-05,35.0
kp_5_80,bruteforce,0.0001711845397949,130.0
kp_5_80,greedy,3.1948089599609375e-05,130.0
kp_5_80,dynamic,0.0001358985900878,130.0
kp_7_50,bruteforce,0.0005819797515869,107.0
kp_7_50,greedy,3.314018249511719e-05,102.0
kp_7_50,dynamic,0.000129222869873,107.0
kp_10_269,bruteforce,0.0046949386596679,295.0
kp_10_269,greedy,3.5762786865234375e-05,294.0
kp_10_269,dynamic,0.0009450912475585,295.0
kp_10_60,bruteforce,0.0046298503875732,52.0
kp_10_60,greedy,3.695487976074219e-05,52.0
kp_10_60,dynamic,0.0002188682556152,52.0
kp_20_878,bruteforce,5.27541184425354,1024.0
kp_20_878,greedy,7.891654968261719e-05,1018.0
kp_20_878,dynamic,0.0077929496765136,1024.0
kp_20_879,bruteforce,5.056991815567017,1025.0
kp_20_879,greedy,3.886222839355469e-05,1019.0
kp_20_879,dynamic,0.0063810348510742,1025.0
kp_23_10000,bruteforce,40.8775908946991,9767.0
kp_23_10000,greedy,3.790855407714844e-05,9751.0
kp_23_10000,dynamic,0.0847489833831787,9767.0
kp_24_6404180,bruteforce,80.0446720123291,13549094.0
kp_24_6404180,greedy,3.981590270996094e-05,13415886.0
kp_24_6404180,dynamic,54.92450785636902,13549094.0
kp_4_11,bruteforce,0.0001027584075927,23.0
kp_4_11,greedy,6.29425048828125e-05,16.0
kp_4_11,dynamic,2.4080276489257812e-05,23.0
kp_4_20,bruteforce,0.0001070499420166,35.0
kp_4_20,greedy,3.790855407714844e-05,35.0
kp_4_20,dynamic,3.504753112792969e-05,35.0
kp_5_80,bruteforce,0.0001790523529052,130.0
kp_5_80,greedy,3.790855407714844e-05,130.0
kp_5_80,dynamic,0.0001368522644042,130.0
kp_7_50,bruteforce,0.000666856765747,107.0
kp_7_50,greedy,3.218650817871094e-05,102.0
kp_7_50,dynamic,0.0001201629638671,107.0
kp_10_269,bruteforce,0.0049390792846679,295.0
kp_10_269,greedy,3.3855438232421875e-05,294.0
kp_10_269,dynamic,0.0009357929229736,295.0
kp_10_60,bruteforce,0.0050392150878906,52.0
kp_10_60,greedy,3.790855407714844e-05,52.0
kp_10_60,dynamic,0.0002379417419433,52.0
kp_20_878,bruteforce,4.840398788452148,1024.0
kp_20_878,greedy,4.124641418457031e-05,1018.0
kp_20_878,dynamic,0.0063250064849853,1024.0
kp_20_879,bruteforce,4.943053245544434,1025.0
kp_20_879,greedy,4.100799560546875e-05,1019.0
kp_20_879,dynamic,0.0064089298248291,1025.0
kp_23_10000,bruteforce,41.34970712661743,9767.0
kp_23_10000,greedy,4.100799560546875e-05,9751.0
kp_23_10000,dynamic,0.0949749946594238,9767.0
kp_24_6404180,bruteforce,85.03733491897583,13549094.0
kp_24_6404180,greedy,0.0001721382141113,13415886.0
kp_24_6404180,dynamic,60.49424791336059,13549094.0
kp_4_11,bruteforce,0.0001130104064941,23.0
kp_4_11,greedy,4.9114227294921875e-05,16.0
kp_4_11,dynamic,2.5987625122070312e-05,23.0
kp_4_20,bruteforce,0.0001299381256103,35.0
kp_4_20,greedy,4.506111145019531e-05,35.0
kp_4_20,dynamic,3.886222839355469e-05,35.0
kp_5_80,bruteforce,0.0002009868621826,130.0
kp_5_80,greedy,3.933906555175781e-05,130.0
kp_5_80,dynamic,0.0001609325408935,130.0
kp_7_50,bruteforce,0.0006670951843261,107.0
kp_7_50,greedy,3.6716461181640625e-05,102.0
kp_7_50,dynamic,0.0001499652862548,107.0
kp_10_269,bruteforce,0.0050630569458007,295.0
kp_10_269,greedy,4.00543212890625e-05,294.0
kp_10_269,dynamic,0.0010318756103515,295.0
kp_10_60,bruteforce,0.0051829814910888,52.0
kp_10_60,greedy,3.7670135498046875e-05,52.0
kp_10_60,dynamic,0.0002360343933105,52.0
kp_20_878,bruteforce,5.2502782344818115,1024.0
kp_20_878,greedy,4.410743713378906e-05,1018.0
kp_20_878,dynamic,0.0077009201049804,1024.0
kp_20_879,bruteforce,5.283900022506714,1025.0
kp_20_879,greedy,4.267692565917969e-05,1019.0
kp_20_879,dynamic,0.0069949626922607,1025.0
kp_23_10000,bruteforce,41.42466187477112,9767.0
kp_23_10000,greedy,4.315376281738281e-05,9751.0
kp_23_10000,dynamic,0.0960593223571777,9767.0
kp_24_6404180,bruteforce,87.74181795120239,13549094.0
kp_24_6404180,greedy,4.9114227294921875e-05,13415886.0
kp_24_6404180,dynamic,65.46057391166687,13549094.0
kp_4_11,bruteforce,0.0001296997070312,23.0
kp_4_11,greedy,5.221366882324219e-05,16.0
kp_4_11,dynamic,2.9087066650390625e-05,23.0
kp_4_20,bruteforce,0.0001289844512939,35.0
kp_4_20,greedy,3.886222839355469e-05,35.0
kp_4_20,dynamic,4.38690185546875e-05,35.0
kp_5_80,bruteforce,0.0002157688140869,130.0
kp_5_80,greedy,3.695487976074219e-05,130.0
kp_5_80,dynamic,0.0001718997955322,130.0
kp_7_50,bruteforce,0.0006930828094482,107.0
kp_7_50,greedy,3.910064697265625e-05,102.0
kp_7_50,dynamic,0.0001490116119384,107.0
kp_10_269,bruteforce,0.0054347515106201,295.0
kp_10_269,greedy,3.790855407714844e-05,294.0
kp_10_269,dynamic,0.0010890960693359,295.0
kp_10_60,bruteforce,0.0055799484252929,52.0
kp_10_60,greedy,4.00543212890625e-05,52.0
kp_10_60,dynamic,0.000256061553955,52.0
kp_20_878,bruteforce,5.4305620193481445,1024.0
kp_20_878,greedy,4.506111145019531e-05,1018.0
kp_20_878,dynamic,0.0073819160461425,1024.0
kp_20_879,bruteforce,5.687725067138672,1025.0
kp_20_879,greedy,4.291534423828125e-05,1019.0
kp_20_879,dynamic,0.0080618858337402,1025.0
kp_23_10000,bruteforce,42.81718611717224,9767.0
kp_23_10000,greedy,4.76837158203125e-05,9751.0
kp_23_10000,dynamic,0.0989069938659668,9767.0
kp_24_6404180,bruteforce,87.07066798210144,13549094.0
kp_24_6404180,greedy,5.984306335449219e-05,13415886.0
kp_24_6404180,dynamic,65.98314309120178,13549094.0
kp_4_11,bruteforce,0.0001122951507568,23.0
kp_4_11,greedy,4.7206878662109375e-05,16.0
kp_4_11,dynamic,2.7894973754882812e-05,23.0
kp_4_20,bruteforce,0.0001320838928222,35.0
kp_4_20,greedy,4.00543212890625e-05,35.0
kp_4_20,dynamic,4.315376281738281e-05,35.0
kp_5_80,bruteforce,0.0002009868621826,130.0
kp_5_80,greedy,3.695487976074219e-05,130.0
kp_5_80,dynamic,0.000173807144165,130.0
kp_7_50,bruteforce,0.0006771087646484,107.0
kp_7_50,greedy,4.887580871582031e-05,102.0
kp_7_50,dynamic,0.0001490116119384,107.0
kp_10_269,bruteforce,0.0051600933074951,295.0
kp_10_269,greedy,3.886222839355469e-05,294.0
kp_10_269,dynamic,0.0010828971862792,295.0
kp_10_60,bruteforce,0.0055501461029052,52.0
kp_10_60,greedy,4.601478576660156e-05,52.0
kp_10_60,dynamic,0.0002627372741699,52.0
kp_20_878,bruteforce,5.527686357498169,1024.0
kp_20_878,greedy,4.887580871582031e-05,1018.0
kp_20_878,dynamic,0.0085179805755615,1024.0
kp_20_879,bruteforce,5.463311195373535,1025.0
kp_20_879,greedy,4.315376281738281e-05,1019.0
kp_20_879,dynamic,0.0080220699310302,1025.0
kp_23_10000,bruteforce,46.945180892944336,9767.0
kp_23_10000,greedy,0.0002112388610839,9751.0
kp_23_10000,dynamic,0.1124119758605957,9767.0
kp_24_6404180,bruteforce,93.58015608787537,13549094.0
kp_24_6404180,greedy,0.000180959701538,13415886.0
kp_24_6404180,dynamic,63.19712567329407,13549094.0
kp_4_11,bruteforce,0.0001180171966552,23.0
kp_4_11,greedy,3.5762786865234375e-05,16.0
kp_4_11,dynamic,2.7179718017578125e-05,23.0
kp_4_20,bruteforce,0.0001349449157714,35.0
kp_4_20,greedy,3.814697265625e-05,35.0
kp_4_20,dynamic,4.1961669921875e-05,35.0
kp_5_80,bruteforce,0.0002150535583496,130.0
kp_5_80,greedy,3.719329833984375e-05,130.0
kp_5_80,dynamic,0.0001790523529052,130.0
kp_7_50,bruteforce,0.0007350444793701,107.0
kp_7_50,greedy,4.100799560546875e-05,102.0
kp_7_50,dynamic,0.0001537799835205,107.0
kp_10_269,bruteforce,0.0051577091217041,295.0
kp_10_269,greedy,4.315376281738281e-05,294.0
kp_10_269,dynamic,0.001011848449707,295.0
kp_10_60,bruteforce,0.0053849220275878,52.0
kp_10_60,greedy,5.7697296142578125e-05,52.0
kp_10_60,dynamic,0.0002539157867431,52.0
kp_20_878,bruteforce,5.392863035202026,1024.0
kp_20_878,greedy,4.315376281738281e-05,1018.0
kp_20_878,dynamic,0.007397174835205,1024.0
kp_20_879,bruteforce,5.916049242019653,1025.0
kp_20_879,greedy,4.363059997558594e-05,1019.0
kp_20_879,dynamic,0.0077791213989257,1025.0
kp_23_10000,bruteforce,47.54136395454407,9767.0
kp_23_10000,greedy,4.8160552978515625e-05,9751.0
kp_23_10000,dynamic,0.0966768264770507,9767.0
kp_24_6404180,bruteforce,98.9201762676239,13549094.0
kp_24_6404180,greedy,6.29425048828125e-05,13415886.0
kp_24_6404180,dynamic,71.18139576911926,13549094.0
kp_4_11,bruteforce,0.0001270771026611,23.0
kp_4_11,greedy,4.696846008300781e-05,16.0
kp_4_11,dynamic,3.2901763916015625e-05,23.0
kp_4_20,bruteforce,0.0001411437988281,35.0
kp_4_20,greedy,3.910064697265625e-05,35.0
kp_4_20,dynamic,4.792213439941406e-05,35.0
kp_5_80,bruteforce,0.0002171993255615,130.0
kp_5_80,greedy,4.315376281738281e-05,130.0
kp_5_80,dynamic,0.0001869201660156,130.0
kp_7_50,bruteforce,0.000802993774414,107.0
kp_7_50,greedy,4.506111145019531e-05,102.0
kp_7_50,dynamic,0.000154972076416,107.0
kp_10_269,bruteforce,0.0058999061584472,295.0
kp_10_269,greedy,4.601478576660156e-05,294.0
kp_10_269,dynamic,0.0012080669403076,295.0
kp_10_60,bruteforce,0.0065789222717285,52.0
kp_10_60,greedy,4.792213439941406e-05,52.0
kp_10_60,dynamic,0.0002908706665039,52.0
kp_20_878,bruteforce,5.8302671909332275,1024.0
kp_20_878,greedy,5.817413330078125e-05,1018.0
kp_20_878,dynamic,0.0082778930664062,1024.0
kp_20_879,bruteforce,5.900237083435059,1025.0
kp_20_879,greedy,6.389617919921875e-05,1019.0
kp_20_879,dynamic,0.0080418586730957,1025.0
kp_23_10000,bruteforce,48.43565106391907,9767.0
kp_23_10000,greedy,4.482269287109375e-05,9751.0
kp_23_10000,dynamic,0.1021888256072998,9767.0
kp_24_6404180,bruteforce,97.07545185089111,13549094.0
kp_24_6404180,greedy,5.412101745605469e-05,13415886.0
kp_24_6404180,dynamic,76.60676217079163,13549094.0
kp_4_11,bruteforce,0.0001511573791503,23.0
kp_4_11,greedy,7.605552673339844e-05,16.0
kp_4_11,dynamic,3.123283386230469e-05,23.0
kp_4_20,bruteforce,0.0001249313354492,35.0
kp_4_20,greedy,4.100799560546875e-05,35.0
kp_4_20,dynamic,4.506111145019531e-05,35.0
kp_5_80,bruteforce,0.0002312660217285,130.0
kp_5_80,greedy,4.506111145019531e-05,130.0
kp_5_80,dynamic,0.0001699924468994,130.0
kp_7_50,bruteforce,0.0008089542388916,107.0
kp_7_50,greedy,5.1021575927734375e-05,102.0
kp_7_50,dynamic,0.0001509189605712,107.0
kp_10_269,bruteforce,0.0069770812988281,295.0
kp_10_269,greedy,4.8160552978515625e-05,294.0
kp_10_269,dynamic,0.0012562274932861,295.0
kp_10_60,bruteforce,0.0057520866394042,52.0
kp_10_60,greedy,4.38690185546875e-05,52.0
kp_10_60,dynamic,0.0002589225769042,52.0
kp_20_878,bruteforce,5.997496128082275,1024.0
kp_20_878,greedy,4.887580871582031e-05,1018.0
kp_20_878,dynamic,0.0084500312805175,1024.0
kp_20_879,bruteforce,6.08282995223999,1025.0
kp_20_879,greedy,4.506111145019531e-05,1019.0
kp_20_879,dynamic,0.0080780982971191,1025.0
kp_23_10000,bruteforce,59.11500406265259,9767.0
kp_23_10000,greedy,0.0002062320709228,9751.0
kp_23_10000,dynamic,0.108245849609375,9767.0
kp_24_6404180,bruteforce,103.91410398483276,13549094.0
kp_24_6404180,greedy,5.1975250244140625e-05,13415886.0
kp_24_6404180,dynamic,75.21951079368591,13549094.0
kp_4_11,bruteforce,0.0001261234283447,23.0
kp_4_11,greedy,5.1975250244140625e-05,16.0
kp_4_11,dynamic,0.0002179145812988,23.0
kp_4_20,bruteforce,0.0001258850097656,35.0
kp_4_20,greedy,4.291534423828125e-05,35.0
kp_4_20,dynamic,4.1961669921875e-05,35.0
kp_5_80,bruteforce,0.0002028942108154,130.0
kp_5_80,greedy,3.814697265625e-05,130.0
kp_5_80,dynamic,0.0001769065856933,130.0
kp_7_50,bruteforce,0.0007317066192626,107.0
kp_7_50,greedy,3.814697265625e-05,102.0
kp_7_50,dynamic,0.0001499652862548,107.0
kp_10_269,bruteforce,0.0075700283050537,295.0
kp_10_269,greedy,4.410743713378906e-05,294.0
kp_10_269,dynamic,0.0012760162353515,295.0
kp_10_60,bruteforce,0.00555419921875,52.0
kp_10_60,greedy,4.100799560546875e-05,52.0
kp_10_60,dynamic,0.0002539157867431,52.0
kp_20_878,bruteforce,5.817302942276001,1024.0
kp_20_878,greedy,5.793571472167969e-05,1018.0
kp_20_878,dynamic,0.0079619884490966,1024.0
kp_20_879,bruteforce,5.525947093963623,1025.0
kp_20_879,greedy,4.6253204345703125e-05,1019.0
kp_20_879,dynamic,0.0076520442962646,1025.0
kp_23_10000,bruteforce,44.07153677940369,9767.0
kp_23_10000,greedy,4.1961669921875e-05,9751.0
kp_23_10000,dynamic,0.0985040664672851,9767.0
kp_24_6404180,bruteforce,86.9578423500061,13549094.0
kp_24_6404180,greedy,3.886222839355469e-05,13415886.0
kp_24_6404180,dynamic,60.44206213951111,13549094.0
kp_4_11,bruteforce,0.0001230239868164,23.0
kp_4_11,greedy,4.696846008300781e-05,16.0
kp_4_11,dynamic,2.694129943847656e-05,23.0
kp_4_20,bruteforce,0.0001299381256103,35.0
kp_4_20,greedy,4.291534423828125e-05,35.0
kp_4_20,dynamic,4.410743713378906e-05,35.0
kp_5_80,bruteforce,0.000201940536499,130.0
kp_5_80,greedy,4.38690185546875e-05,130.0
kp_5_80,dynamic,0.0001778602600097,130.0
kp_7_50,bruteforce,0.0007400512695312,107.0
kp_7_50,greedy,4.291534423828125e-05,102.0
kp_7_50,dynamic,0.0001399517059326,107.0
kp_10_269,bruteforce,0.0059990882873535,295.0
kp_10_269,greedy,4.982948303222656e-05,294.0
kp_10_269,dynamic,0.0011060237884521,295.0
kp_10_60,bruteforce,0.0055987834930419,52.0
kp_10_60,greedy,4.1961669921875e-05,52.0
kp_10_60,dynamic,0.0002448558807373,52.0
kp_20_878,bruteforce,5.726296663284302,1024.0
kp_20_878,greedy,5.0067901611328125e-05,1018.0
kp_20_878,dynamic,0.0073719024658203,1024.0
kp_20_879,bruteforce,5.766180038452148,1025.0
kp_20_879,greedy,4.887580871582031e-05,1019.0
kp_20_879,dynamic,0.0085980892181396,1025.0
kp_23_10000,bruteforce,46.56359815597534,9767.0
kp_23_10000,greedy,4.291534423828125e-05,9751.0
kp_23_10000,dynamic,0.1322083473205566,9767.0
kp_24_6404180,bruteforce,94.95999574661256,13549094.0
kp_24_6404180,greedy,6.127357482910156e-05,13415886.0
kp_24_6404180,dynamic,67.98705673217773,13549094.0
kp_4_11,bruteforce,0.0001406669616699,23.0
kp_4_11,greedy,5.888938903808594e-05,16.0
kp_4_11,dynamic,3.218650817871094e-05,23.0
kp_4_20,bruteforce,0.0001380443572998,35.0
kp_4_20,greedy,4.7206878662109375e-05,35.0
kp_4_20,dynamic,4.696846008300781e-05,35.0
kp_5_80,bruteforce,0.0002129077911376,130.0
kp_5_80,greedy,4.7206878662109375e-05,130.0
kp_5_80,dynamic,0.000173807144165,130.0
kp_7_50,bruteforce,0.0007281303405761,107.0
kp_7_50,greedy,4.1961669921875e-05,102.0
kp_7_50,dynamic,0.0001511573791503,107.0
kp_10_269,bruteforce,0.0057296752929687,295.0
kp_10_269,greedy,4.1961669921875e-05,294.0
kp_10_269,dynamic,0.0010907649993896,295.0
kp_10_60,bruteforce,0.0071949958801269,52.0
kp_10_60,greedy,0.0002131462097167,52.0
kp_10_60,dynamic,0.0002591609954833,52.0
kp_20_878,bruteforce,6.020890951156616,1024.0
kp_20_878,greedy,4.57763671875e-05,1018.0
kp_20_878,dynamic,0.0084021091461181,1024.0
kp_20_879,bruteforce,5.898946046829224,1025.0
kp_20_879,greedy,4.38690185546875e-05,1019.0
kp_20_879,dynamic,0.0082995891571044,1025.0
kp_23_10000,bruteforce,46.46837782859802,9767.0
kp_23_10000,greedy,4.315376281738281e-05,9751.0
kp_23_10000,dynamic,0.1002931594848632,9767.0
kp_24_6404180,bruteforce,93.3148980140686,13549094.0
kp_24_6404180,greedy,5.626678466796875e-05,13415886.0
kp_24_6404180,dynamic,68.59992599487305,13549094.0
